event_id,sport_key,home_team,away_team,commence_time,snapshot_time,hours_before_game,num_bookmakers,h2h_home_mean,h2h_home_std,h2h_home_min,h2h_home_max,h2h_away_mean,h2h_away_std,h2h_draw_mean,implied_prob_home,implied_prob_away,implied_prob_draw,prob_home_fair,prob_away_fair,prob_draw_fair,overround,books_disagreement,spread_point,spread_price,total_line,total_price
0c187a83a2bda10989bf9490a0458b6d,soccer_conmebol_copa_sudamericana,Palestino,Grêmio,2026-04-30 00:30:00+00:00,2026-04-16 19:00:16.534715+00:00,317.5,11,2.5691,0.9867,1.04,3.25,1.88,0.5444,2.4709,0.3892,0.5319,0.4047,0.2936,0.4012,0.3052,0.3259,0.9867,0.125,2.08,2.5,2.3366666666666664
15c37144e0f0cb05c3f6cb48bc18b9e9,soccer_conmebol_copa_sudamericana,Millonarios,Sao Paulo,2026-04-29 00:30:00+00:00,2026-04-16 19:00:16.534715+00:00,293.5,11,2.0218,0.6354,1.04,2.47,2.3555,0.8492,2.4155,0.4946,0.4245,0.414,0.371,0.3185,0.3105,0.3332,0.6354,-0.125,1.92,2.5,2.3299999999999996
181a60051a26010e492b324b829a0878,soccer_conmebol_copa_sudamericana,CA Tigre BA,América de Cali,2026-05-01 00:00:00+00:00,2026-04-16 19:00:16.534715+00:00,341.0,10,1.745,0.4932,1.04,2.15,2.662,1.1231,2.443,0.5731,0.3757,0.4093,0.422,0.2766,0.3014,0.3581,0.4932,-0.25,1.85,2.5,2.34
1a0c97efadd5fc0543a45c00d7a5c4ec,soccer_conmebol_copa_sudamericana,Clube Atlético Mineiro,CA Juventud,2026-04-16 22:00:00+00:00,2026-04-16 19:00:16.534715+00:00,3.0,25,1.2456,0.0343,1.19,1.29,11.2416,1.421,5.5896,0.8028,0.089,0.1789,0.7498,0.0831,0.1671,0.0707,0.0343,-1.6,1.9460000000000002,2.5681818181818183,1.68
2369736751097c86623722395f5315c6,soccer_conmebol_copa_sudamericana,Carabobo FC,Blooming,2026-04-30 22:00:00+00:00,2026-04-16 19:00:16.534715+00:00,339.0,11,1.5291,0.3176,1.04,1.77,3.3318,1.4808,2.8427,0.654,0.3001,0.3518,0.5008,0.2298,0.2694,0.3059,0.3176,-1.125,2.4,2.5,1.7866666666666668
24027ca0406fe8158fb0ce6c2e70aed1,soccer_conmebol_copa_sudamericana,Botafogo,Club Independiente Petrolero,2026-04-28 22:00:00+00:00,2026-04-16 19:00:16.534715+00:00,291.0,8,1.085,0.0214,1.05,1.11,21.375,5.7056,8.1875,0.9217,0.0468,0.1221,0.8451,0.0429,0.112,0.0906,0.0214,-2.5,1.8250000000000002,3.1666666666666665,1.6233333333333333
35fb09ac9fd00441b4560e1968c8c46a,soccer_conmebol_copa_sudamericana,Bragantino-SP,River Plate,2026-05-01 00:30:00+00:00,2026-04-16 19:00:16.534715+00:00,341.5,11,2.12,0.6993,1.04,2.62,2.2173,0.7591,2.4509,0.4717,0.451,0.408,0.3545,0.3389,0.3066,0.3307,0.6993,0.0,1.855,2.5,2.3166666666666664
3a9c252e1f3f694531724c119a71a474,soccer_conmebol_copa_sudamericana,CA Tigre BA,Macará,2026-04-16 22:00:00+00:00,2026-04-16 19:00:16.534715+00:00,3.0,25,1.454,0.0363,1.4,1.5,7.6012,0.8646,4.008,0.6878,0.1316,0.2495,0.6435,0.1231,0.2334,0.0688,0.0363,-1.0,1.8575000000000002,2.375,2.1060000000000003
47e6b15f67e4221b9de5cf1bf75e628d,soccer_conmebol_copa_sudamericana,Caracas FC,Racing Club,2026-04-29 22:00:00+00:00,2026-04-16 19:00:16.534715+00:00,315.0,11,2.9236,1.2191,1.04,3.8,1.7145,0.4366,2.5191,0.342,0.5832,0.397,0.2587,0.4411,0.3002,0.3223,1.2191,0.25,2.245,2.5,2.243333333333333
4c161ee774658707b8451700d8128cbc,soccer_conmebol_copa_sudamericana,Barracas Central,Audax Italiano,2026-04-29 00:00:00+00:00,2026-04-16 19:00:16.534715+00:00,293.0,11,1.8909,0.5529,1.04,2.3,2.5882,1.0016,2.4391,0.5288,0.3864,0.41,0.3991,0.2916,0.3094,0.3252,0.5529,-0.125,1.77,2.5,2.48
